Event,Column 1,Column 2,Column 3,Column 4,Column 5
Event 138716638,,,,,
Event 138716669,,,,,
Event 138716670,,,,,
Event 138716661,-2.22071,,,,
Event 138716674,,,,,
Event 138716677,,,,,
Event 138716671,,,,,
Event 138716672,,,,,
Event 138716682,,,,,
Event 138716650,-1.00753,,,,
Event 138716680,,,,,
Event 138716697,,,,,
Event 138716692,,,,,
Event 138716710,1.2396,,,,
Event 138716655,,,,,
Event 138716681,,,,,
Event 138716737,,,,,
Event 138716627,,,,,
Event 138716730,,,,,
Event 138716718,,,,,
Event 138716723,,,,,
Event 138716758,,,,,
Event 138716748,,,,,
Event 138716760,,,,,
Event 138716751,,,,,
Event 138716754,,,,,
Event 138716769,0.39063,,,,
Event 138716786,0.124199,,,,
Event 138716762,,,,,
Event 138716803,,,,,
Event 138716787,0.0131262,,,,
Event 138716807,,,,,
Event 138716791,-1.79041,,,,
Event 138716789,0.623366,,,,
Event 138716776,1.70922,,,,
Event 138716813,,,,,
Event 138716795,,,,,
Event 138716818,,,,,
Event 138716827,0.385813,,,,
Event 138716833,,,,,
Event 138716701,-0.691565,,,,
Event 138716826,,,,,
Event 138716832,,,,,
Event 138716845,,,,,
Event 138716823,-0.502563,,,,
Event 138716815,,,,,
Event 138716839,,,,,
Event 138716820,-1.05085,,,,
Event 138716828,,,,,
Event 138716861,,,,,
Event 138716852,,,,,
Event 138716863,,,,,
Event 138716874,,,,,
Event 138716856,,,,,
Event 138716872,,,,,
Event 138716880,,,,,
Event 138716870,,,,,
Event 138716836,0.775164,,,,
Event 138716909,-1.88318,,,,
Event 138716867,,,,,
Event 138716908,,,,,
Event 138716882,,,,,
Event 138716897,,,,,
Event 138716849,,,,,
Event 138716876,,,,,
Event 138716889,,,,,
Event 138716940,,,,,
Event 138716910,,,,,
Event 138716932,,,,,
Event 138716887,,,,,
Event 138716948,,,,,
Event 138716917,1.59299,-0.00546165,,,
Event 138716945,,,,,
Event 138716915,,,,,
Event 138716942,,,,,
Event 138716944,,,,,
Event 138716954,,,,,
Event 138716956,,,,,
Event 138716943,,,,,
Event 138716981,,,,,
Event 138716998,,,,,
Event 138716974,,,,,
Event 138716996,-1.45132,,,,
Event 138716966,,,,,
Event 138716990,,,,,
Event 138717006,,,,,
Event 138716989,,,,,
Event 138717011,,,,,
Event 138717029,,,,,
Event 138716941,,,,,
Event 138717005,,,,,
Event 138717010,,,,,
Event 138717024,,,,,
Event 138717039,0.329818,,,,
Event 138717043,,,,,
Event 138717054,,,,,
Event 138717015,,,,,
Event 138717000,,,,,
Event 138717045,,,,,
Event 138717091,0.268841,,,,
Event 138716976,,,,,
Event 138717065,,,,,
Event 138717079,,,,,
Event 138717046,,,,,
Event 138717052,,,,,
Event 138717090,-2.11331,,,,
Event 138717092,-0.219541,,,,
Event 138717075,,,,,
Event 138717053,,,,,
Event 138717119,1.6929,,,,
Event 138717100,,,,,
Event 138717098,1.66454,,,,
Event 138717127,,,,,
Event 138717021,1.57035,,,,
Event 138717125,,,,,
Event 138717149,,,,,
Event 138717136,,,,,
Event 138717132,,,,,
Event 138717147,,,,,
Event 138717164,-0.646475,,,,
Event 138717165,0.956586,,,,
Event 138717102,,,,,
Event 138717153,2.0774,,,,
Event 138717121,,,,,
Event 138717167,,,,,
Event 138717176,,,,,
Event 138717192,0.627984,,,,
Event 138717138,,,,,
Event 138717173,,,,,
Event 138717081,,,,,
Event 138717170,-0.182447,,,,
Event 138717204,,,,,
Event 138717206,,,,,
Event 138717224,0.586808,,,,
Event 138717218,,,,,
Event 138717213,,,,,
Event 138717171,-1.62428,,,,
Event 138717246,,,,,
Event 138717209,,,,,
Event 138717256,,,,,
Event 138717139,,,,,
Event 138717231,,,,,
Event 138717235,0.890258,,,,
Event 138717257,,,,,
Event 138717271,,,,,
Event 138717267,,,,,
Event 138717289,,,,,
Event 138717273,,,,,
Event 138717186,,,,,
Event 138717239,,,,,
Event 138717282,0.396092,,,,
Event 138717314,,,,,
Event 138717287,,,,,
Event 138717300,0.257451,,,,
Event 138717291,,,,,
Event 138717311,,,,,
Event 138717305,,,,,
Event 138717337,,,,,
Event 138717326,,,,,
Event 138717319,,,,,
Event 138717346,,,,,
Event 138717315,,,,,
Event 138717352,,,,,
Event 138717328,,,,,
Event 138717361,,,,,
Event 138717322,,,,,
Event 138717376,,,,,
Event 138717370,,,,,
Event 138717362,,,,,
Event 138717378,,,,,
Event 138717251,,,,,
Event 138717364,,,,,
Event 138717363,,,,,
Event 138717387,,,,,
Event 138717386,,,,,
Event 138717377,-0.470301,,,,
Event 138717423,,,,,
Event 138717321,,,,,
Event 138717428,,,,,
Event 138717349,,,,,
Event 138717417,,,,,
Event 138717429,,,,,
Event 138717379,,,,,
Event 138717385,,,,,
Event 138717440,,,,,
Event 138717427,,,,,
Event 138717459,,,,,
Event 138717461,0.732212,,,,
Event 138717441,-0.350085,,,,
Event 138717489,,,,,
Event 138717399,-0.684706,,,,
Event 138717469,,,,,
Event 138717470,-0.428949,,,,
Event 138717485,,,,,
Event 138717443,,,,,
Event 138717404,,,,,
Event 138717491,,,,,
Event 138717495,,,,,
Event 138717493,,,,,
Event 138717477,,,,,
Event 138717471,,,,,
Event 138717462,,,,,
Event 138717516,,,,,
Event 138717518,,,,,
Event 138717468,,,,,
Event 138717514,,,,,
Event 138717508,,,,,
Event 138717552,,,,,
Event 138717549,,,,,
Event 138717554,,,,,
Event 138717499,,,,,
Event 138717528,,,,,
Event 138717573,,,,,
Event 138717472,,,,,
Event 138717540,,,,,
Event 138717581,2.11777,,,,
Event 138717563,,,,,
Event 138717589,,,,,
Event 138717522,,,,,
Event 138717562,,,,,
Event 138717592,,,,,
Event 138717577,,,,,
Event 138717597,,,,,
Event 138717598,,,,,
Event 138717564,,,,,
Event 138717553,,,,,
Event 138717624,,,,,
Event 138717622,,,,,
Event 138717576,,,,,
Event 138717611,,,,,
Event 138717629,,,,,
Event 138717570,,,,,
Event 138717648,,,,,
Event 138717636,,,,,
Event 138717637,,,,,
Event 138717595,-0.189215,,,,
Event 138717606,,,,,
Event 138717678,,,,,
Event 138717616,,,,,
Event 138717633,,,,,
Event 138717650,0.656201,,,,
Event 138717686,,,,,
Event 138717681,,,,,
Event 138717692,,,,,
Event 138717699,,,,,
Event 138717685,,,,,
Event 138717694,,,,,
Event 138717679,,,,,
Event 138717704,,,,,
Event 138717706,,,,,
Event 138717658,,,,,
Event 138717697,,,,,
Event 138717734,,,,,
Event 138717733,,,,,
Event 138717682,,,,,
Event 138717707,-1.83931,,,,
Event 138717721,,,,,
Event 138717741,-0.982775,,,,
Event 138717726,,,,,
Event 138717752,,,,,
Event 138717713,,,,,
Event 138717761,,,,,
Event 138717655,,,,,
Event 138717764,,,,,
Event 138717744,,,,,
Event 138717759,,,,,
Event 138717778,,,,,
Event 138717776,,,,,
Event 138717783,,,,,
Event 138717736,,,,,
Event 138717798,,,,,
Event 138717762,1.03843,,,,
Event 138717775,,,,,
Event 138717745,,,,,
Event 138717785,,,,,
Event 138717800,-2.22498,,,,
Event 138717808,,,,,
Event 138717782,,,,,
Event 138717793,,,,,
Event 138717804,,,,,
Event 138717813,,,,,
Event 138717795,,,,,
Event 138717823,,,,,
Event 138717811,,,,,
Event 138717781,,,,,
Event 138717827,,,,,
Event 138717830,,,,,
Event 138717809,,,,,
Event 138717856,,,,,
Event 138717853,,,,,
Event 138717844,,,,,
Event 138717870,,,,,
Event 138717843,,,,,
Event 138717829,,,,,
Event 138717877,,,,,
Event 138717824,1.37041,,,,
Event 138717872,0.596123,,,,
Event 138717875,,,,,
Event 138717851,1.32012,,,,
Event 138717897,,,,,
Event 138717899,0.449306,,,,
Event 138717861,,,,,
Event 138717873,,,,,
Event 138717912,,,,,
Event 138717942,,,,,
Event 138717862,,,,,
Event 138717910,,,,,
Event 138717927,,,,,
Event 138717924,-2.4092,,,,
Event 138717940,1.53164,,,,
Event 138717931,0.552373,,,,
Event 138717939,,,,,
Event 138717921,,,,,
Event 138717952,,,,,
Event 138717943,,,,,
Event 138717945,,,,,
Event 138717975,-1.08112,,,,
Event 138717954,,,,,
Event 138717988,,,,,
Event 138717976,,,,,
Event 138717960,,,,,
Event 138718010,,,,,
Event 138717992,,,,,
Event 138717968,,,,,
Event 138717937,,,,,
Event 138718027,,,,,
Event 138717983,,,,,
Event 138718002,-0.623159,,,,
Event 138717991,,,,,
Event 138718032,,,,,
Event 138718039,0.349099,,,,
Event 138718025,,,,,
Event 138718037,,,,,
Event 138718023,-2.23499,,,,
Event 138718021,,,,,
Event 138718003,,,,,
Event 138718069,-0.542416,,,,
Event 138718059,,,,,
Event 138718058,,,,,
Event 138718077,,,,,
Event 138718035,,,,,
Event 138718040,-1.66758,,,,
Event 138718088,1.68613,,,,
Event 138718061,,,,,
Event 138718054,0.20351,,,,
Event 138718074,,,,,
Event 138718089,,,,,
Event 138718045,,,,,
Event 138718101,-1.66553,,,,
Event 138718114,,,,,
Event 138718115,,,,,
Event 138718117,,,,,
Event 138718130,-0.546412,,,,
Event 138718149,0.565913,,,,
Event 138718131,,,,,
Event 138718134,,,,,
Event 138718094,,,,,
Event 138718132,,,,,
Event 138718126,,,,,
Event 138718110,,,,,
Event 138718168,0.0937664,,,,
Event 138718150,-2.0048,,,,
Event 138718178,,,,,
Event 138718176,,,,,
Event 138718148,,,,,
Event 138718195,,,,,
Event 138718139,,,,,
Event 138718164,0.412092,,,,
Event 138718143,,,,,
Event 138718207,,,,,
Event 138718153,,,,,
Event 138718185,0.785671,,,,
Event 138718172,,,,,
Event 138718205,0.890987,,,,
Event 138718155,,,,,
Event 138718175,,,,,
Event 138718202,,,,,
Event 138718193,-0.626295,,,,
Event 138718213,,,,,
Event 138718214,,,,,
Event 138718215,,,,,
Event 138718196,,,,,
Event 138718210,0.850526,,,,
Event 138718220,,,,,
Event 144733148,1.29701,,,,
Event 144733132,,,,,
Event 144733134,,,,,
Event 144733165,,,,,
Event 144733131,,,,,
Event 144733175,-0.940298,,,,
Event 144733145,,,,,
Event 144733139,,,,,
Event 144733183,,,,,
Event 144733142,,,,,
Event 144733198,,,,,
Event 144733185,,,,,
Event 144733194,,,,,
Event 144733190,,,,,
Event 144733167,,,,,
Event 144733203,,,,,
Event 144733212,,,,,
Event 144733173,,,,,
Event 144733205,,,,,
Event 144733230,,,,,
Event 144733219,,,,,
Event 144733200,,,,,
Event 144733224,,,,,
Event 144733223,,,,,
Event 144733242,,,,,
Event 144733237,,,,,
Event 144733225,,,,,
Event 144733238,,,,,
Event 144733226,,,,,
Event 144733275,-0.994424,,,,
Event 144733240,,,,,
Event 144733251,,,,,
Event 144733179,1.84689,,,,
Event 144733280,,,,,
Event 144733227,,,,,
Event 144733263,,,,,
Event 144733295,1.63851,,,,
Event 144733245,,,,,
Event 144733265,,,,,
Event 144733244,-1.37182,,,,
Event 144733305,,,,,
Event 144733241,,,,,
Event 144733326,,,,,
Event 144733309,,,,,
Event 144733297,,,,,
Event 144733348,,,,,
Event 144733246,,,,,
Event 144733330,1.02248,,,,
Event 144733327,,,,,
Event 144733358,,,,,
Event 144733359,,,,,
Event 144733296,,,,,
Event 144733357,,,,,
Event 144733332,,,,,
Event 144733373,,,,,
Event 144733353,-2.37871,,,,
Event 144733361,,,,,
Event 144733354,-1.55578,,,,
Event 144733346,,,,,
Event 144733387,1.03717,,,,
Event 144733342,,,,,
Event 144733383,,,,,
Event 144733371,,,,,
Event 144733382,,,,,
Event 144733391,-1.07991,,,,
Event 144733400,,,,,
Event 144733398,,,,,
Event 144733386,,,,,
Event 144733393,,,,,
Event 144733406,-0.225097,,,,
Event 144733399,,,,,
Event 144733449,,,,,
Event 144733429,,,,,
Event 144733395,,,,,
Event 144733441,,,,,
Event 144733463,,,,,
Event 144733419,1.58788,,,,
Event 144733458,,,,,
Event 144733446,1.57688,,,,
Event 144733431,,,,,
Event 144733410,,,,,
Event 144733459,,,,,
Event 144733512,,,,,
Event 144733533,,,,,
Event 144733499,0.627406,,,,
Event 144733444,,,,,
Event 144733465,,,,,
Event 144733516,,,,,
Event 144733457,1.17094,,,,
Event 144733471,,,,,
Event 144733538,,,,,
Event 144733547,,,,,
Event 144733507,,,,,
Event 144733540,,,,,
Event 144733564,1.31766,,,,
Event 144733550,,,,,
Event 144733534,0.107046,,,,
Event 144733470,0.426076,,,,
Event 144733522,,,,,
Event 144733552,-1.38862,,,,
Event 144733556,,,,,
Event 144733570,,,,,
Event 144733573,,,,,
Event 144733566,,,,,
Event 144733536,,,,,
Event 144733565,1.29631,,,,
Event 144733585,1.56169,,,,
Event 144733579,,,,,
Event 144733596,0.321275,,,,
Event 144733617,,,,,
Event 144733559,1.19901,,,,
Event 144733578,,,,,
Event 144733571,-2.44651,,,,
Event 144733599,,,,,
Event 144733618,,,,,
Event 144733602,,,,,
Event 144733623,0.722163,,,,
Event 144733603,,,,,
Event 144733619,1.07213,,,,
Event 144733626,,,,,
Event 144733647,,,,,
Event 144733588,,,,,
Event 144733629,,,,,
Event 144733633,,,,,
Event 144733636,-1.60271,,,,
Event 144733649,,,,,
Event 144733657,,,,,
Event 144733650,0.428225,,,,
Event 144733638,0.781864,,,,
Event 144733672,0.578768,,,,
Event 144733615,1.51035,,,,
Event 144733669,,,,,
Event 144733671,,,,,
Event 144733670,,,,,
Event 144733654,0.76528,,,,
Event 144733689,0.598449,,,,
Event 144733721,,,,,
Event 144733681,,,,,
Event 144733728,,,,,
Event 144733696,0.386829,,,,
Event 144733738,,,,,
Event 144733624,,,,,
Event 144733722,,,,,
Event 144733673,,,,,
Event 144733732,,,,,
Event 144733688,,,,,
Event 144733740,,,,,
Event 144733748,,,,,
Event 144733755,,,,,
Event 144733777,,,,,
Event 144733757,,,,,
Event 144733708,,,,,
Event 144733800,0.738895,,,,
Event 144733762,0.237862,,,,
Event 144733790,,,,,
Event 144733816,-0.255389,,,,
Event 144733760,0.085299,,,,
Event 144733814,,,,,
Event 144733794,,,,,
Event 144733820,0.695778,,,,
Event 144733822,,,,,
Event 144733692,,,,,
Event 144733840,0.89562,,,,
Event 144733818,,,,,
Event 144733833,1.60869,,,,
Event 144733826,,,,,
Event 144733835,,,,,
Event 144733815,0.554259,,,,
Event 144733867,,,,,
Event 144733878,-1.81461,,,,
Event 144733881,,,,,
Event 144733884,,,,,
Event 144733851,,,,,
Event 144733827,-0.201101,,,,
Event 144733899,,,,,
Event 144733909,-0.0984348,,,,
Event 144733883,,,,,
Event 144733888,,,,,
Event 144733908,,,,,
Event 144733907,,,,,
Event 144733906,,,,,
Event 144733936,,,,,
Event 144733941,-1.11782,,,,
Event 144733918,-1.1294,,,,
Event 144733869,,,,,
Event 144733873,,,,,
Event 144733972,,,,,
Event 144733955,,,,,
Event 144733990,0.359536,,,,
Event 144733932,0.27663,,,,
Event 144733996,,,,,
Event 144733920,,,,,
Event 144733913,,,,,
Event 144733994,,,,,
Event 144734009,,,,,
Event 144734000,,,,,
Event 144733973,,,,,
Event 144733963,,,,,
Event 144734019,,,,,
Event 144734002,,,,,
Event 144734030,0.253575,,,,
Event 144734036,0.763839,,,,
Event 144734020,,,,,
Event 144734012,,,,,
Event 144734024,,,,,
Event 144734013,2.30773,,,,
Event 144734026,,,,,
Event 144734037,,,,,
Event 144734057,0.429911,,,,
Event 144733998,,,,,
Event 144734051,,,,,
Event 144734054,,,,,
Event 144734059,,,,,
Event 144734084,,,,,
Event 144734022,-1.14577,,,,
Event 144734071,,,,,
Event 144734080,,,,,
Event 144734063,-1.82286,,,,
Event 144734074,,,,,
Event 144734108,,,,,
Event 144734081,,,,,
Event 144734092,-1.43511,,,,
Event 144734119,-0.978877,,,,
Event 144734048,,,,,
Event 144734109,,,,,
Event 144734075,,,,,
Event 144734099,,,,,
Event 144734136,,,,,
Event 144734120,,,,,
Event 144734123,-0.0016434,,,,
Event 144734146,,,,,
Event 144734135,,,,,
Event 144734145,-1.71512,,,,
Event 144734143,,,,,
Event 144734144,,,,,
Event 144734138,,,,,
Event 144734173,,,,,
Event 144734152,-1.69875,,,,
Event 144734151,,,,,
Event 144734147,1.70918,,,,
Event 144734166,,,,,
Event 144734182,,,,,
Event 144734126,1.23384,,,,
Event 144734194,,,,,
Event 144734202,,,,,
Event 144734207,,,,,
Event 144734142,,,,,
Event 144734189,,,,,
Event 144734208,-0.749885,,,,
Event 144734171,,,,,
Event 144734225,,,,,
Event 144734221,,,,,
Event 144734079,,,,,
Event 144734218,,,,,
Event 144734243,,,,,
Event 144734162,,,,,
Event 144734235,,,,,
Event 144734233,,,,,
Event 144734250,,,,,
Event 144734239,,,,,
Event 144734254,,,,,
Event 144734228,,,,,
Event 144734209,,,,,
Event 144734226,,,,,
Event 144734285,,,,,
Event 144734270,0.0443847,,,,
Event 144734261,-0.141959,,,,
Event 144734257,-1.30299,,,,
Event 144734279,-0.86896,,,,
Event 144734265,,,,,
Event 144734252,,,,,
Event 144734302,-0.668492,,,,
Event 144734256,,,,,
Event 144734298,,,,,
Event 144734319,0.219484,,,,
Event 144734288,,,,,
Event 144734326,,,,,
Event 144734295,,,,,
Event 144734313,,,,,
Event 144734328,,,,,
Event 144734251,,,,,
Event 144734347,,,,,
Event 144734332,,,,,
Event 144734321,,,,,
Event 144734330,0.727289,,,,
Event 144734320,,,,,
Event 144734354,,,,,
Event 144734314,,,,,
Event 144734348,,,,,
Event 144734351,,,,,
Event 144734365,-0.583738,,,,
Event 144734345,,,,,
Event 144734355,-1.08287,,,,
Event 144734359,-0.60718,,,,
Event 144734343,-1.04177,,,,
Event 144734385,,,,,
Event 144734420,,,,,
Event 144734380,,,,,
Event 144734402,0.157029,,,,
Event 144734403,,,,,
Event 144734423,,,,,
Event 144734364,,,,,
Event 144734413,,,,,
Event 144734390,,,,,
Event 144734399,-0.171084,,,,
Event 144734439,,,,,
Event 144734454,,,,,
Event 144734449,,,,,
Event 144734424,,,,,
Event 144734446,,,,,
Event 144734456,,,,,
Event 144734474,,,,,
Event 144734476,,,,,
Event 144734478,,,,,
Event 144734429,,,,,
Event 144734430,,,,,
Event 144734462,,,,,
Event 144734493,-1.10927,,,,
Event 144734461,,,,,
Event 144734500,,,,,
Event 144734501,,,,,
Event 144734486,,,,,
Event 144734508,,,,,
Event 144734427,0.569032,,,,
Event 144734506,,,,,
Event 144734481,,,,,
Event 144734492,-1.04502,,,,
Event 144734505,,,,,
Event 144734535,1.09912,,,,
Event 144734499,,,,,
Event 144734541,-0.806761,,,,
Event 144734539,,,,,
Event 144734511,0.222083,,,,
Event 144734529,,,,,
Event 144734466,1.11979,,,,
Event 144734564,-0.0462242,,,,
Event 144734571,,,,,
Event 144734512,,,,,
Event 144734583,-0.510721,,,,
Event 144734566,,,,,
Event 144734592,,,,,
Event 144734573,,,,,
Event 144734578,,,,,
Event 144734559,,,,,
Event 144734546,,,,,
Event 144734549,-0.531896,,,,
Event 144734579,,,,,
Event 144734627,,,,,
Event 144734596,-0.787889,,,,
Event 144734601,,,,,
Event 144734616,,,,,
Event 144734636,,,,,
Event 144734585,,,,,
Event 144734612,,,,,
Event 144734615,,,,,
Event 144734647,,,,,
Event 144734621,,,,,
Event 144734631,,,,,
Event 144734589,,,,,
Event 144734654,,,,,
Event 144734673,,,,,
Event 144734657,0.525093,,,,
Event 144734659,,,,,
Event 144734635,,,,,
Event 144734705,0.38262,,,,
Event 144734667,,,,,
Event 144734683,,,,,
Event 144734686,,,,,
Event 144734620,,,,,
Event 144734723,,,,,
Event 144734724,,,,,
Event 144734695,,,,,
Event 144734668,,,,,
Event 144734766,,,,,
Event 144734765,-0.308506,,,,
Event 144734764,-0.0887448,,,,
Event 144734709,,,,,
Event 144734719,,,,,
Event 144734788,,,,,
Event 144734800,,,,,
Event 144734799,,,,,
Event 144734646,,,,,
Event 144734809,-1.36604,,,,
Event 144734834,,,,,
Event 144734791,,,,,
Event 144734770,,,,,
Event 144734739,1.10247,,,,
Event 144734769,,,,,
Event 144734842,,,,,
Event 144734863,,,,,
Event 144734735,,,,,
Event 144734848,1.34077,,,,
Event 144734790,,,,,
Event 144734815,,,,,
Event 144734867,-0.266778,,,,
Event 144734807,,,,,
Event 144734862,,,,,
Event 144734876,,,,,
Event 144734778,,,,,
Event 144734830,-0.64401,,,,
Event 144734871,,,,,
Event 144734895,,,,,
Event 144734880,,,,,
Event 144734856,,,,,
Event 144734881,,,,,
Event 144734877,1.70237,,,,
Event 144734864,,,,,
Event 144734889,,,,,
Event 144734898,,,,,
Event 144734872,0.139104,,,,
Event 144734918,,,,,
Event 144734902,-1.38728,,,,
Event 144734942,,,,,
Event 144734897,,,,,
Event 144734948,,,,,
Event 144734900,,,,,
Event 144734885,2.23104,,,,
Event 144734893,,,,,
Event 144734963,-2.27765,,,,
Event 144734953,,,,,
Event 144734951,,,,,
Event 144734954,,,,,
Event 144734970,,,,,
Event 144734961,,,,,
Event 144734910,-1.533,,,,
Event 144734982,2.35966,,,,
Event 144734968,,,,,
Event 144734973,,,,,
Event 144734976,,,,,
Event 144734983,,,,,
Event 144734984,,,,,
Event 144735018,,,,,
Event 144734964,,,,,
Event 144735004,,,,,
Event 144735024,,,,,
Event 144735008,,,,,
Event 144734993,1.67452,,,,
Event 144734992,1.56169,,,,
Event 144735059,,,,,
Event 144735052,,,,,
Event 144734986,,,,,
Event 144735075,,,,,
Event 144735036,,,,,
Event 144735069,1.97303,,,,
Event 144735068,,,,,
Event 144735076,,,,,
Event 144735080,,,,,
Event 144735050,,,,,
Event 144735079,,,,,
Event 144735081,-0.0164291,,,,
Event 144735074,1.07055,,,,
Event 144735077,0.463736,,,,
Event 144735121,-1.92673,,,,
Event 144735104,0.447899,,,,
Event 144735137,,,,,
Event 144735154,,,,,
Event 144735114,,,,,
Event 144735134,,,,,
Event 144735150,-0.866905,,,,
Event 144735153,,,,,
Event 144734998,,,,,
Event 144735142,,,,,
Event 144735167,,,,,
Event 144735159,,,,,
Event 144735178,,,,,
Event 144735162,,,,,
Event 144735182,,,,,
Event 144735201,,,,,
Event 144735175,0.902276,,,,
Event 144735213,,,,,
Event 144735209,,,,,
Event 144735226,0.159715,,,,
Event 144735147,,,,,
Event 144735183,0.631489,,,,
Event 144735239,,,,,
Event 144735169,0.466434,,,,
Event 144735227,,,,,
Event 144735203,1.53057,,,,
Event 144735220,,,,,
Event 144735171,,,,,
Event 144735229,,,,,
Event 144735263,,,,,
Event 144735242,,,,,
Event 144735254,,,,,
Event 144735255,,,,,
Event 144735215,,,,,
Event 144735276,,,,,
Event 144735264,,,,,
Event 144735257,,,,,
Event 144735266,,,,,
Event 144735287,,,,,
Event 144735228,,,,,
Event 144735295,,,,,
Event 144735326,,,,,
Event 144735302,,,,,
Event 144735282,1.89364,,,,
Event 144735275,,,,,
Event 144735289,,,,,
Event 144735307,,,,,
Event 144735298,,,,,
Event 144735278,,,,,
Event 144735328,,,,,
Event 144735353,,,,,
Event 144735354,,,,,
Event 144735349,,,,,
Event 144735357,,,,,
Event 144735343,,,,,
Event 144735333,,,,,
Event 144735352,,,,,
Event 144735366,,,,,
Event 144735371,,,,,
Event 144735336,,,,,
Event 144735376,,,,,
Event 144735387,-1.22747,,,,
Event 144735392,2.33717,,,,
Event 144735391,,,,,
Event 144735370,,,,,
Event 144735402,,,,,
Event 144735432,,,,,
Event 144735325,,,,,
Event 144735403,0.483229,,,,
Event 144735408,,,,,
Event 144735433,,,,,
Event 144735438,,,,,
Event 144735407,1.2439,,,,
Event 144735440,,,,,
Event 144735461,,,,,
Event 144735439,0.833771,,,,
Event 144735446,,,,,
Event 144735410,,,,,
Event 144735469,,,,,
Event 144735473,-0.681839,,,,
Event 144735465,,,,,
Event 144735443,,,,,
Event 144735491,0.599822,,,,
Event 144735494,,,,,
Event 144735437,,,,,
Event 144735509,,,,,
Event 144735466,,,,,
Event 144735505,,,,,
Event 144735514,,,,,
Event 144735526,,,,,
Event 144735492,,,,,
Event 144735464,,,,,
Event 144735528,1.5988,,,,
Event 144735533,,,,,
Event 144735520,,,,,
Event 144735499,,,,,
Event 144735496,,,,,
Event 144735530,,,,,
Event 144735517,-0.378484,,,,
Event 144735551,1.14286,,,,
Event 144735553,,,,,
Event 144735558,,,,,
Event 144735557,,,,,
Event 144735560,,,,,
Event 144735556,,,,,
Event 144735588,,,,,
Event 144735573,,,,,
Event 144735584,,,,,
Event 144735577,,,,,
Event 144735595,,,,,
Event 144735598,,,,,
Event 144735606,,,,,
Event 144735618,1.18203,,,,
Event 144735547,,,,,
Event 144735622,-0.598178,,,,
Event 144735636,-0.845894,,,,
Event 144735663,,,,,
Event 144735678,,,,,
Event 144735580,,,,,
Event 144735653,,,,,
Event 144735617,,,,,
Event 144735688,,,,,
Event 144735703,,,,,
Event 144735704,,,,,
Event 144735594,,,,,
Event 144735673,,,,,
Event 144735658,,,,,
Event 144735711,,,,,
Event 144735706,,,,,
Event 144735718,,,,,
Event 144735682,,,,,
Event 144735732,-0.358612,,,,
Event 144735699,,,,,
Event 144735727,,,,,
Event 144735751,,,,,
Event 144735680,-0.939699,,,,
Event 144735738,,,,,
Event 144735691,1.61336,,,,
Event 144735746,,,,,
Event 144735734,,,,,
Event 144735753,,,,,
Event 144735741,,,,,
Event 144735643,,,,,
Event 144735754,,,,,
Event 144735735,,,,,
Event 144735768,,,,,
Event 144735775,,,,,
Event 144735648,0.380043,,,,
Event 144735785,,,,,
Event 144735773,0.960775,,,,
Event 144735780,0.949461,,,,
Event 144735757,,,,,
Event 144735804,,,,,
Event 144735767,0.484774,,,,
Event 144735781,,,,,
Event 144735791,0.363116,,,,
Event 144735830,,,,,
Event 144735816,-0.314258,,,,
Event 144735868,,,,,
Event 144735744,,,,,
Event 144735798,,,,,
Event 144735807,,,,,
Event 144735860,,,,,
Event 144735787,1.08479,,,,
Event 144735793,,,,,
Event 144735817,,,,,
Event 144735823,,,,,
Event 144735850,,,,,
Event 144735872,,,,,
Event 144735810,,,,,
Event 144735863,,,,,
Event 144735841,-0.693766,,,,
Event 144735896,,,,,
Event 144735871,-1.99114,,,,
Event 144735879,,,,,
Event 144735853,-1.65295,,,,
Event 144735875,,,,,
Event 144735886,,,,,
